Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Number of Negation Constraints,Number of Aggregate Constraints,Number of Parameter Constraints,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
135,15,50,1,2,3,0,5,0,10,44373,0.759404600811908,1.0,0.8632518074142439,4.666666507720947,0.9547465124191902,1.0,0.9768494342906875,1.0,1.0,1.0
135,15,50,1,2,3,0,2,0,10,1935,0.9772273272073512,1.0,0.9884825217215599,3.3333332538604736,0.9780087964814075,1.0,0.9888821507984638,0.9898657208006081,1.0,0.9949070537305832
135,15,50,1,2,3,0,3,0,10,24720,0.9571005917159763,0.998842145889618,0.9775259678942398,3.3333332538604736,0.9620817843866171,0.998842145889618,0.9801174020071957,0.7272422464375524,1.0,0.8420848296612636
135,15,50,1,2,3,0,5,0,10,295887,0.7680166765932103,0.9885013415101571,0.8644209820680407,4.666666507720947,0.870552355133853,0.9846684553468762,0.9241007194244604,0.751209500073303,1.0,0.8579321892005023
135,15,50,1,2,3,0,2,0,10,19802,0.8778242677824267,0.9980970504281637,0.9341050756901158,3.3333332538604736,0.8844856661045531,0.9980970504281637,0.937863209655789,0.867828418230563,1.0,0.9292378355102627
135,15,50,1,2,3,0,3,0,10,30042,0.8623796210003106,0.9886039886039886,0.9211879873900779,6.0,0.9250585480093677,0.9846866096866097,0.9539416939796447,0.7758161225849434,1.0,0.8737572688051022
135,15,50,1,2,3,0,5,0,10,288864,0.8244796520658589,0.9962462462462462,0.9022607513173551,6.666666507720947,0.9246213455442057,0.9853603603603603,0.9540250772306015,0.7510602205258694,1.0,0.8578348268345847
135,15,50,1,2,3,0,2,0,10,2226,0.9688731284475965,0.9995934959349594,0.9839935974389756,1.3333333730697632,0.9723210755239226,0.9995934959349594,0.9857686911204651,0.9968237162519852,1.0,0.9984093319194061
135,15,50,1,2,3,0,3,0,10,4152,0.9829059829059829,0.9996220710506425,0.9911935544313285,8.0,0.9988657844990548,0.99848828420257,0.9986769986769987,0.9902287363979569,0.9997757847533633,0.9949793595894232
135,15,50,1,2,3,0,5,0,10,435384,0.8549520766773163,0.9977628635346756,0.9208534067446661,8.0,0.9324229691876751,0.9929157345264727,0.9617190321415673,0.99610967024824,1.0,0.9980510440835266
135,15,50,1,2,3,0,2,0,10,1881,0.8960994131860546,0.9976940814757879,0.9441716675759229,4.666666507720947,0.9649253731343284,0.9938508839354343,0.9791745550927679,0.9230245231607629,1.0,0.9599716613531702
135,15,50,1,2,3,0,3,0,10,4783,0.9381107491856677,0.9984591679506933,0.9673446538533308,6.0,0.9762443438914027,0.9973035439137135,0.9866615853658538,1.0,1.0,1.0
135,15,50,1,2,3,0,5,0,10,384952,0.8282582216808769,0.9988982739625413,0.9056101215248876,11.333333015441895,0.9342512908777969,0.9966948218876239,0.9644633972992182,0.93687650498796,1.0,0.9674096439037385
135,15,50,1,2,3,0,2,0,10,10390,0.937624950019992,1.0,0.9678085018572018,2.0,0.9622486663931062,1.0,0.9807611877875366,1.0,1.0,1.0
135,15,50,1,2,3,0,3,0,10,44320,0.9138187221396731,0.9939393939393939,0.952196632475324,7.333333492279053,0.9221556886227545,0.9955555555555555,0.9574509422964833,0.9909824394874229,1.0,0.9954707985697259
135,15,50,1,2,3,0,5,0,10,318548,0.8551549652118912,1.0,0.9219229457892942,6.0,0.9453207150368034,0.9974112426035503,0.9706676264171316,0.9524060414471374,1.0,0.9756229198524782
135,15,50,1,2,3,0,2,0,10,2782,0.9510408635312259,0.9963651050080775,0.9731755424063117,4.0,0.9848363926576217,0.9967689822294022,0.990766760337214,0.9906043676993398,1.0,0.9952800102053834
135,15,50,1,2,3,0,3,0,10,45854,0.9062615783623564,1.0,0.9508260447035958,11.333333015441895,0.931522570772762,0.9955028618152085,0.9624505928853755,0.8986963026287669,1.0,0.9466456551103107
135,15,50,1,2,3,0,5,0,10,564570,0.8144519289650949,0.9977494373593399,0.8968307484828051,10.666666984558105,0.9280906836698548,0.9827456864216054,0.9546365458189104,0.9108070661586422,1.0,0.9533218526239463
135,15,50,1,2,3,0,2,0,10,1739,0.978304539975894,1.0,0.9890333062550772,1.3333333730697632,0.978304539975894,1.0,0.9890333062550772,1.0,1.0,1.0
135,15,50,1,2,3,0,3,0,10,4106,0.9498567335243553,1.0,0.9742836149889786,8.666666984558105,0.9804066543438078,1.0,0.9901064028374089,1.0,1.0,1.0
135,15,50,1,2,3,0,5,0,10,573897,0.8229066410009624,0.9965034965034965,0.9014232999472852,6.666666507720947,0.9068696883852692,0.9949494949494949,0.9488699518340126,0.730010085002161,1.0,0.8439373750832778
135,15,50,1,2,3,0,2,0,10,13130,0.8295788442703232,0.9867961165048543,0.9013834693153601,5.333333492279053,0.9048815506101938,0.9790291262135923,0.940496176086551,0.7216937138593545,1.0,0.838353196099675
135,15,50,1,2,3,0,3,0,10,5096,0.9490422840621612,1.0,0.9738549972186167,5.333333492279053,0.9821767159651119,0.9862909367859863,0.9842295268858067,0.9966592427616926,1.0,0.9983268265476853
135,15,50,1,2,3,0,5,0,10,164559,0.8774294670846395,0.9922013470400567,0.931292630178007,7.333333492279053,0.9701020049243757,0.9776674937965261,0.9738700564971752,0.8159044567433732,1.0,0.8986204683991018
135,15,50,1,2,3,0,2,0,10,1813,0.9867135599843689,1.0,0.9933123524783635,4.0,0.9832554517133957,1.0,0.9915570390732378,1.0,1.0,1.0
135,15,50,1,2,3,0,3,0,10,47736,0.7719688542825361,0.9921372408863474,0.8683140444166406,9.333333015441895,0.914561170212766,0.9832022873481058,0.9476403720289356,0.7707349966284558,1.0,0.8705255140898704
135,15,50,1,2,3,0,5,0,10,47478,0.8374892519346517,0.9959100204498977,0.9098552078468005,4.0,0.928821099459803,0.9962508520790729,0.9613550402894261,0.9155321782178217,1.0,0.9559037312227427
135,15,50,1,2,3,0,2,0,10,11398,0.7883435582822086,0.9953524399690162,0.8798356727148237,5.333333492279053,0.8797335203366059,0.971727343144849,0.9234449760765551,0.7367915465898175,1.0,0.8484513274336283
135,15,50,1,2,3,0,3,0,10,27005,0.9449778434268833,1.0,0.9717106512246061,6.666666507720947,0.9544945915703096,1.0,0.9767175572519083,0.9564356435643564,1.0,0.9777327935222672
135,15,50,1,2,3,0,5,0,10,292343,0.8377065111758989,0.9938508839354343,0.9091228686939709,6.0,0.9264334655607646,0.9873174481168332,0.9559069767441859,0.7772328726408084,1.0,0.8746550714942721
135,15,50,1,2,3,0,2,0,10,19917,0.8442526480972931,0.995835261453031,0.9138004246284501,2.0,0.867741935483871,0.995835261453031,0.9273863391510451,0.8069247415244049,1.0,0.8931470392548236
135,15,50,1,2,3,0,3,0,10,5207,0.9549582273883037,1.0,0.9769602378298031,9.333333015441895,0.9835390946502057,1.0,0.9917012448132779,1.0,1.0,1.0
135,15,50,1,2,3,0,5,0,10,37982,0.7819942423449359,0.995004995004995,0.8757327080890973,6.666666507720947,0.9114906832298136,0.9773559773559773,0.9432749477743854,0.9562885927851804,1.0,0.9776559514909877
135,15,50,1,2,3,0,2,0,10,8260,0.8194192377495463,0.9992622648469199,0.9004487286022935,6.0,0.9472202674173118,0.9929915160457395,0.9695660003601656,0.7793364928909953,1.0,0.8759855103345408
135,15,50,1,2,3,0,3,0,10,39957,0.9351371386212008,0.998812351543943,0.965926493108729,4.0,0.9294942783314877,0.9968329374505146,0.9619866284622732,0.9427994616419919,1.0,0.970557672324212
135,15,50,1,2,3,0,5,0,10,273648,0.8214509068167605,0.9981003039513677,0.9012006861063464,9.333333015441895,0.9308131241084165,0.9916413373860182,0.9602649006622517,0.9327125790583275,1.0,0.965184983183347
135,15,50,1,2,3,0,2,0,10,8292,0.8781014023732471,0.9854721549636803,0.9286936679977182,6.0,0.9530461777260381,0.9911218724778047,0.9717111770524234,0.7350839930488511,1.0,0.8473180503004674
135,15,50,1,2,3,0,3,0,10,4273,0.9799470298902762,1.0,0.9898719663672845,8.0,0.9892555640828856,0.9953667953667954,0.9923017705927637,0.9927814121362508,1.0,0.9963776318768395
135,15,50,1,2,3,0,5,0,10,560934,0.8398343113565757,0.9938725490196079,0.9103835360149674,12.0,0.8714080459770115,0.9910130718954249,0.9273700305810397,0.8256506208538867,1.0,0.904500139755893
135,15,50,1,2,3,0,2,0,10,2776,0.9717536288740682,0.9987903225806452,0.9850864983098031,7.333333492279053,0.982546608488695,0.9987903225806452,0.9906018796240753,0.9870689655172413,1.0,0.9934924078091106
135,15,50,1,2,3,0,3,0,10,47245,0.9203539823008849,1.0,0.9585253456221198,14.666666984558105,0.9324070597070973,0.9947916666666666,0.9625896491568132,1.0,1.0,1.0
135,15,50,1,2,3,0,5,0,10,271873,0.7874962428614367,0.9977151561309977,0.8802284562405509,5.333333492279053,0.9033264033264033,0.9927646610814927,0.9459361393323658,0.9040041965378562,1.0,0.9495821471209477
135,15,50,1,2,3,0,2,0,10,1366,0.9888446215139443,0.9987927565392354,0.9937937937937937,8.666666984558105,0.9868787276341948,0.9987927565392354,0.9927999999999999,0.993008803728638,0.9992183428869202,0.9961038961038962
135,15,50,1,2,3,0,3,0,10,43890,0.920073664825046,1.0,0.9583732975254172,6.666666507720947,0.9421833396728794,0.9915932746196957,0.9662570704115467,0.9330079858030168,1.0,0.9653431260041312
135,15,50,1,2,3,0,5,0,10,41620,0.7357998957790516,0.9982325910215624,0.847157642117894,10.666666984558105,0.9552845528455285,0.9968186638388123,0.9756097560975611,0.9139549436795995,1.0,0.9550433218898152
135,15,50,1,2,3,0,2,0,10,1921,0.9848546868604175,1.0,0.992369560734172,6.0,0.986469864698647,1.0,0.993188854489164,0.9099808978032474,1.0,0.9528691086385799
135,15,50,1,2,3,0,3,0,10,3692,0.9786829082603731,1.0,0.9892266256252404,5.333333492279053,0.9922809725974527,1.0,0.9961255327392483,0.9859123926920537,1.0,0.9929062292174684
135,15,50,1,2,3,0,5,0,10,341222,0.8375299760191847,0.9985704074338814,0.9109879360939029,14.666666984558105,0.9454855195911414,0.9917798427448177,0.968079539508111,0.9449324324324324,1.0,0.9716866423484454
135,15,50,1,2,3,0,2,0,10,1497,0.9510030864197531,0.9987844408427877,0.9743083003952568,9.333333015441895,0.976475279106858,0.9923014586709886,0.9843247588424436,0.9041450777202072,1.0,0.9496598639455782
135,15,50,1,2,3,0,3,0,10,35713,0.894844656879481,0.99695701787752,0.9431450161928752,6.0,0.9410694798108403,0.9840243438569798,0.9620676831535887,0.7418437343148737,1.0,0.8517913745077322
135,15,50,1,2,3,0,5,0,10,388325,0.7696365767878077,1.0,0.8698244451805234,9.333333015441895,0.9529025191675794,0.993907083015994,0.972972972972973,1.0,1.0,1.0
135,15,50,1,2,3,0,2,0,10,15215,0.9306772908366534,1.0,0.9640940982253405,6.0,0.9442198868229588,1.0,0.9713097713097713,1.0,1.0,1.0
135,15,50,1,2,3,0,3,0,10,46013,0.9156976744186046,0.995260663507109,0.9538228614685844,2.6666667461395264,0.9230487358006596,0.9948657187993681,0.9576126211746817,0.9857438491607265,1.0,0.992820750347383
135,15,50,1,2,3,0,5,0,10,109811,0.8698501872659176,1.0,0.9303955933900852,17.33333396911621,0.9858306765851931,0.9985647649802655,0.9921568627450981,0.9881310894596989,1.0,0.9940301167245834
135,15,50,1,2,3,0,2,0,10,14561,0.9124513618677043,1.0,0.9542217700915565,16.0,0.9273232724384433,0.9957356076759062,0.9603125642607444,0.9986060775020908,1.0,0.9993025526572744
135,15,50,1,2,3,0,3,0,10,45474,0.8995552260934025,0.9987654320987654,0.9465678627145087,4.0,0.9144042232277526,0.9979423868312757,0.9543486816214088,0.9895387541607228,1.0,0.9947418738049714
135,15,50,1,2,3,0,5,0,10,365129,0.8443410852713178,0.9963410171972191,0.9140651225243369,4.666666507720947,0.9446749654218534,0.9996341017197219,0.9713777777777778,0.9458274894810659,1.0,0.972159654022885
135,15,50,1,2,3,0,2,0,10,1440,0.9134168157423972,0.9957098283931357,0.9527896995708154,3.3333332538604736,0.9682842949942683,0.9882995319812793,0.9781895386990929,0.8700990952175787,1.0,0.9305379564566294
135,15,50,1,2,3,0,3,0,10,5482,0.9374776705966417,1.0,0.9677300387239536,2.6666667461395264,0.9736549165120594,1.0,0.9866516262455349,0.999546485260771,1.0,0.9997731911998186
135,15,50,1,2,3,0,5,0,10,374794,0.7984237647772052,0.9973494888299886,0.8868686868686868,5.333333492279053,0.9373219373219374,0.9965921999242711,0.9660488162965682,0.9947129909365559,1.0,0.9973494888299886
135,15,50,1,2,3,0,2,0,10,14356,0.9350495049504951,1.0,0.9664347114203848,6.0,0.9394180948585094,0.9983058026260059,0.9679671457905544,1.0,1.0,1.0
135,15,50,1,2,3,0,3,0,10,4623,0.9636767976278725,0.9973149213655543,0.9802073515551366,1.3333333730697632,0.9590556990040575,0.9973149213655543,0.9778112072207596,0.9515190691661279,1.0,0.9751573368665121
135,15,50,1,2,3,0,5,0,10,286075,0.8145756457564576,0.999245567710298,0.8975097408097578,7.333333492279053,0.9207232267037552,0.998868351565447,0.9582051745974307,0.9160411939256414,1.0,0.956181105948802
135,15,50,1,2,3,0,2,0,10,10286,0.9376498800959233,1.0,0.9678217821782179,6.0,0.9391269523428114,0.9995737425404945,0.9684080115630808,0.9475045254719421,1.0,0.97304474837339
135,15,50,1,2,3,0,3,0,10,5229,0.9528814787966654,1.0,0.9758723088344469,8.666666984558105,0.977645305514158,0.99809813617345,0.9877658573310748,0.9956034293251264,1.0,0.9977968715576118
135,15,50,1,2,3,0,5,0,10,239380,0.9096989966555183,1.0,0.9527145359019265,13.333333015441895,0.9653818700927909,0.9944852941176471,0.9797174936617168,0.9964151281591683,1.0,0.9982043454839289
135,15,50,1,2,3,0,2,0,10,16804,0.928260007927071,1.0,0.9627954779033916,2.6666667461395264,0.9351221465758911,0.9970111016225448,0.9650754288076049,0.9382299506877757,1.0,0.9681306909480449
135,15,50,1,2,3,0,3,0,10,19448,0.9541215964192465,0.9961059190031153,0.9746618403505429,6.666666507720947,0.9755911517925248,0.9961059190031153,0.9857418111753371,0.7589160839160839,1.0,0.8629360898519033
135,15,50,1,2,3,0,5,0,10,41525,0.8658764815970056,1.0,0.9281176863925109,4.666666507720947,0.9729349736379613,0.9971181556195965,0.984878135563067,0.9861646234676007,1.0,0.9930341239749582
135,15,50,1,2,3,0,2,0,10,4343,0.9176056338028169,0.9980850248946763,0.9561548339754173,3.3333332538604736,0.974512743628186,0.995787054768288,0.9850350445160068,0.741833115549748,1.0,0.8517843746650948
135,15,50,1,2,3,0,3,0,10,3719,0.962436177972283,1.0,0.9808585764727745,2.6666667461395264,0.9876497005988024,1.0,0.9937864808887216,0.9993346640053227,1.0,0.9996672212978369
135,15,50,1,2,3,0,5,0,10,35336,0.8136747480250613,0.996995994659546,0.896055197240138,4.666666507720947,0.9439133205863608,0.9886515353805073,0.9657645908053472,0.9498087954110899,1.0,0.9742583966658495
135,15,50,1,2,3,0,2,0,10,2694,0.8509826928718099,0.9993110575266965,0.9192015209125475,8.666666984558105,0.9596719070403281,0.9672752325180848,0.9634585692228512,0.8798441664957966,1.0,0.9360820244328097
135,15,50,1,2,3,0,3,0,10,30648,0.9050279329608939,1.0,0.9501466275659824,5.333333492279053,0.9264367816091954,0.9950617283950617,0.9595238095238094,0.9145980414484172,1.0,0.9553943142619246
135,15,50,1,2,3,0,5,0,10,47720,0.853827606992164,1.0,0.921151032352463,16.0,0.9752151462994837,1.0,0.9874520738933427,1.0,1.0,1.0
135,15,50,1,2,3,0,2,0,10,20502,0.8203337213814513,0.9948235294117647,0.8991918332624415,4.0,0.8378913991280222,0.9948235294117647,0.9096385542168675,0.845360824742268,1.0,0.9162011173184357
135,15,50,1,2,3,0,3,0,10,4634,0.9819548872180451,1.0,0.9908952959028832,9.333333015441895,0.985288570350811,1.0,0.9925897776933308,0.9934354485776805,1.0,0.9967069154774972
135,15,50,1,2,3,0,5,0,10,41612,0.7868442964196503,1.0,0.880708294501398,20.0,0.987460815047022,1.0,0.9936908517350158,0.9989762839105955,1.0,0.999487879822465
135,15,50,1,2,3,0,2,0,10,15826,0.9281314168377823,1.0,0.9627263045793397,2.6666667461395264,0.9407811843763125,0.9911504424778761,0.9653092006033183,0.9334385687976848,1.0,0.965573547421418
135,15,50,1,2,3,0,3,0,10,4170,0.9616244411326379,1.0,0.9804368471035138,16.0,0.9930286599535244,0.9934134056567222,0.9932209955452256,1.0,1.0,1.0
135,15,50,1,2,3,0,5,0,10,559326,0.8197290725946509,0.9966216216216216,0.8995616542786354,9.333333015441895,0.8598540145985402,0.9949324324324325,0.9224745497259201,0.6828265021301602,1.0,0.8115233522479267
135,15,50,1,2,3,0,2,0,10,9639,0.9204073934364391,0.9902597402597403,0.9540566959921799,4.0,0.934715821812596,0.9878246753246753,0.9605367008681925,0.7350096711798839,1.0,0.8472686733556298
135,15,50,1,2,3,0,3,0,10,43502,0.9302910528206971,1.0,0.9638868205510053,12.0,0.9397370343316289,0.9938200077249904,0.9660221513046743,0.9482569611927208,1.0,0.9734413684447446
135,15,50,1,2,3,0,5,0,10,371987,0.7747014115092291,0.990628254078445,0.8694592536176694,12.0,0.9115100993908304,0.9868101353696633,0.9476666666666668,0.7765678842177809,1.0,0.8742338428117
135,15,50,1,2,3,0,2,0,10,2781,0.9745860608394301,0.9968491532099252,0.9855919003115265,5.333333492279053,0.9703275529865125,0.9917290271760536,0.9809115699259837,0.9927427427427428,1.0,0.9963581564736909
135,15,50,1,2,3,0,3,0,10,4599,0.9399421128798843,1.0,0.969041402461768,2.6666667461395264,0.9723053892215568,1.0,0.9859582542694497,0.9919408999328408,1.0,0.9959541469993257
135,15,50,1,2,3,0,5,0,10,40145,0.7404598825831703,0.9908346972176759,0.8475430491390173,3.3333332538604736,0.8531153087115873,0.9905073649754501,0.916691911541957,0.8616959907701183,0.9984959893048129,0.92506579965939
