Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
165,15,50,2,4,3,10,614,0.9947274174293673,1.0,0.997356740312204,2.0,0.9973070017953322,1.0,0.9986516853932585,1.0,0.9975028376844495,0.9987498579384021
135,15,50,1,2,3,10,752,0.9895986654891571,1.0,0.9947721444071809,2.6666667461395264,0.9906459235919653,0.9976202280614774,0.9941208438318264,1.0,0.9195564816192886,0.9580926536150417
105,15,50,0,0,3,10,5662,0.935545781687325,1.0,0.9666997190547018,10.0,0.9972456849063532,0.9284554235404735,0.961621884821389,1.0,1.0,1.0
225,15,50,4,8,3,10,616,0.9956188389923329,1.0,0.9978046103183316,2.0,0.9956188389923329,1.0,0.9978046103183316,0.0,0.0,0.0
195,15,50,3,6,3,10,607,0.997207539642964,1.0,0.9986018176370718,0.6666666865348816,0.9951234076433121,1.0,0.9975557440015963,0.0,0.0,0.0
165,15,50,2,4,3,10,651,0.996219281663516,1.0,0.9981060606060606,2.0,0.99890263367917,1.0,0.999451015621101,1.0,0.9244391085765739,0.9607361484774047
135,15,50,1,2,3,10,538,0.9942374565325385,0.9979058635819705,0.996068282486438,2.6666667461395264,0.9960206923995225,0.9984044674910252,0.9972111553784861,1.0,0.9207713580985126,0.9587516538252004
105,15,50,0,0,3,10,4367,0.9346850456803975,1.0,0.9662400066277287,8.0,0.9974612623654031,0.9769356083340478,0.9870917439140605,1.0,1.0,1.0
225,15,50,4,8,3,10,598,0.9977050488924366,1.0,0.9988512062334548,0.0,0.9977050488924366,1.0,0.9988512062334548,0.0,0.0,0.0
195,15,50,3,6,3,10,575,0.995717984465246,1.0,0.9978543984831096,0.0,0.995717984465246,1.0,0.9978543984831096,0.0,0.0,0.0
165,15,50,2,4,3,10,621,0.9974064837905237,1.0,0.9987015581302436,0.6666666865348816,0.9982030548068284,1.0,0.9991007194244604,1.0,1.0,1.0
135,15,50,1,2,3,10,755,0.9887751083103584,0.9993034132749528,0.9940113833209603,2.6666667461395264,0.9936589715644506,0.9980097522141507,0.9958296097706286,1.0,0.9244407870127928,0.9607370548903748
105,15,50,0,0,3,10,5933,0.9076035409421436,1.0,0.9515641185001037,10.0,0.9973083348802673,0.9357310807280328,0.9655389315720896,1.0,1.0,1.0
225,15,50,4,8,3,10,586,0.9987015581302437,1.0,0.9993503573034831,0.6666666865348816,0.9979041916167665,1.0,0.9989509965532744,0.0,0.0,0.0
195,15,50,3,6,3,10,592,0.9968098893430366,1.0,0.998402396405392,2.0,0.9988013185495954,1.0,0.999400299850075,0.0,0.0,0.0
165,15,50,2,4,3,10,591,0.9951234076433121,1.0,0.9975557440015963,4.0,0.9970086748429554,1.0,0.9985020970641102,1.0,0.9784905660377359,0.9891283616250238
135,15,50,1,2,3,10,2535,0.9416283998587072,1.0,0.969936780825033,5.333333492279053,0.982583855510505,1.0,0.9912154310945851,1.0,0.8831605291383625,0.9379556500607533
105,15,50,0,0,3,10,4566,0.9333172845450168,1.0,0.9655086539658821,8.666666984558105,0.9950380699803234,1.0,0.9975128644939966,1.0,1.0,1.0
225,15,50,4,8,3,10,607,0.9941340226685226,1.0,0.9970583836067209,1.3333333730697632,0.9941340226685226,1.0,0.9970583836067209,0.0,0.0,0.0
195,15,50,3,6,3,10,612,0.9979041916167665,1.0,0.9989509965532744,1.3333333730697632,0.9979041916167665,1.0,0.9989509965532744,0.0,0.0,0.0
165,15,50,2,4,3,10,1490,0.9667767815007079,0.9993170731707317,0.9827776445190692,4.0,0.9855296160524792,0.9966829268292683,0.9910748932867676,1.0,0.9084725713440781,0.952041527853103
135,15,50,1,2,3,10,543,0.9970122497759187,1.0,0.9985038898862956,2.6666667461395264,0.9980061808393978,1.0,0.9990020955992416,1.0,0.9585643638543384,0.9788438731397529
