Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
135,15,50,1,2,3,10,600,0.9941392669116916,0.9996004794246903,0.9968623935454952,2.0,0.9946300715990454,0.999001198561726,0.9968108431333467,0.9999215501686671,0.9548280770095138,0.9768546903740035
495,30,50,1,2,3,10,312,0.9958204796497164,1.0,0.9979058635819704,0.6666666865348816,0.9958204796497164,1.0,0.9979058635819704,1.0,0.9625312239800167,0.9809079338141706
20,5,50,1,2,3,10,49045,0.6003777244653157,0.9999149876732126,0.7502710977865663,10.0,0.8829747074367686,0.9942191617784579,0.9353007037747921,1.0,0.550929614873838,0.7104508284454338
135,15,50,1,2,3,10,555,0.9956201473223173,1.0,0.99780526735834,1.3333333730697632,0.9955210510600179,1.0,0.9977554990273829,1.0,0.9739313349861017,0.9867935299714558
495,30,50,1,2,3,10,343,0.9893637975182195,0.9993036904406645,0.9943089028554462,0.6666666865348816,0.9890769533556386,0.9998010544116184,0.9944100915162009,1.0,0.9635537005291794,0.9814386031505029
20,5,50,1,2,3,10,3049,0.9841145322612277,0.9948453608247423,0.9894508528048901,8.666666984558105,0.9969132729264164,0.992466296590008,0.9946848144652526,1.0,0.6927332535885168,0.8184789329564526
135,15,50,1,2,3,10,569,0.9971095385228745,1.0,0.9985526775465389,0.6666666865348816,0.9971095385228745,1.0,0.9985526775465389,1.0,0.9637387387387387,0.9815345796536299
495,30,50,1,2,3,10,276,0.9951359936470121,0.9991030496312537,0.997115575890193,3.3333332538604736,0.9939550094143296,0.9996013553916683,0.9967701863354038,1.0,0.9597099715951563,0.9794408208414388
20,5,50,1,2,3,10,24142,0.7164367206155479,1.0,0.8347953781350234,8.666666984558105,0.9472714511317775,0.9996296639200074,0.9727465201135186,1.0,0.5917534477905995,0.7435240031827425
135,15,50,1,2,3,10,987,0.9835584263065179,0.9969249082432299,0.9901965614069658,2.6666667461395264,0.9888713807366555,0.9960321396686836,0.9924388435878428,1.0,0.9193584483401716,0.957985152940262
495,30,50,1,2,3,10,241,0.9966111830957839,1.0,0.998302715654952,0.0,0.9966111830957839,1.0,0.998302715654952,0.9996246246246246,1.0,0.9998122770790313
